risk_type,country,keyword,query,title,url,domain,language,source_country,published_at,collected_at
operation,China,strike,"""China"" strike",美国工商界对华合作意愿浓厚 期待美中互利共赢,https://world.qianlong.com/2026/0512/8666992.shtml,world.qianlong.com,Chinese,,20260512T124500Z,2026-05-15T04:06:38.868238
operation,China,strike,"""China"" strike",애플 · HP도 삼성에  진짜 파업하냐  우려 쇄도,http://www.koreatimes.com/article/20260512/1613095,koreatimes.com,Korean,,20260513T073000Z,2026-05-15T04:06:38.868240
operation,China,strike,"""China"" strike",部分在越南公民参赌涉赌被捕 中使馆发布提醒 新京报,https://www.bjnews.com.cn/detail/1778680302129918.html,bjnews.com.cn,Chinese,,20260513T143000Z,2026-05-15T04:06:38.868241
operation,China,strike,"""China"" strike",China secure U17 World Cup qualification after 21 - year absence,http://www.china.org.cn/2026-05/13/content_118491280.shtml,china.org.cn,English,,20260513T051500Z,2026-05-15T04:06:38.868243
operation,China,strike,"""China"" strike", 【 中国那些事儿 】 美国工商界对华合作意愿浓厚 期待美中互利共赢 _ 腾讯新闻,https://news.qq.com/rain/a/20260512A033GY00,news.qq.com,Chinese,,20260512T100000Z,2026-05-15T04:06:38.868245
operation,China,strike,"""China"" strike",又有人退黨 ！ 前白營汐止主任宣布離開 他譏黃國昌 「 關燈手 」 正發威 ： 民眾黨正走向泡沫化 | 政治,https://newtalk.tw/news/view/2026-05-13/1034802,newtalk.tw,Chinese,,20260513T031500Z,2026-05-15T04:06:38.868247
operation,China,strike,"""China"" strike",民進黨40歲了 ！ 四大活動搶先看 賴清德5 / 17首場青年座談 - 政治,https://news.ltn.com.tw/news/politics/breakingnews/5437215,news.ltn.com.tw,Chinese,,20260514T113000Z,2026-05-15T04:06:38.868248
operation,China,strike,"""China"" strike",India K - 5 SLBM to Allow S5 SSBNs to Strike Beijing from Bay of Bengal,https://idrw.org/indias-k-5-slbm-to-allow-s5-ssbns-to-strike-beijing-from-bay-of-bengal/,idrw.org,English,,20260514T060000Z,2026-05-15T04:06:38.868252
operation,China,strike,"""China"" strike",NYT : Chinese companies weighing provision of weapons to Iran,https://www.israelnationalnews.com/news/427050,israelnationalnews.com,English,,20260514T063000Z,2026-05-15T04:06:38.868254
operation,China,strike,"""China"" strike",三星勞資談判破局 ！ 中國華強北 DDR4 報價急漲 20 % ,https://technews.tw/2026/05/14/samsung-electronics-korean-labor-union-fail-2/,technews.tw,Chinese,,20260514T033000Z,2026-05-15T04:06:38.868256
operation,China,strike,"""China"" strike",黃曉明遭爆 「 現身婦產科 」 疑升格三寶爸 ？ 工作室曬診斷單回應了 | 娛樂,https://newtalk.tw/news/view/2026-05-13/1034811,newtalk.tw,Chinese,,20260513T031500Z,2026-05-15T04:06:38.868258
operation,China,strike,"""China"" strike",中国驻越南使馆提醒在越中国公民抵制赌博 - 中新网,https://www.chinanews.com.cn/hr/2026/05-14/10620732.shtml,chinanews.com.cn,Chinese,,20260514T031500Z,2026-05-15T04:06:38.868259
operation,China,strike,"""China"" strike",马来西亚南洋秦陇商会受邀拜会马来西亚驻华大使馆 ： 打造中马经贸新桥梁 _ 中华网,https://m.tech.china.com/redian/2026/0513/052026_1868033.html,m.tech.china.com,Chinese,,20260513T133000Z,2026-05-15T04:06:38.868261
operation,China,strike,"""China"" strike",川習會對台灣的戰略意義 ：「 六項保證 」 遭遇挑戰 ， 鄭麗文將藉此最大化自身利益 - TNL The News Lens 關鍵評論網,https://www.thenewslens.com/article/267632,thenewslens.com,Chinese,,20260514T001500Z,2026-05-15T04:06:38.868263
operation,China,strike,"""China"" strike",美冷回習近平台灣議題 學者 ： 雙方默契 不會公開川普給哪些讓步 | 川習會台灣議題 | 要聞,https://udn.com/news/story/6656/9504450,udn.com,Chinese,,20260515T030000Z,2026-05-15T04:06:38.868265
operation,India,strike,"""India"" strike","  If someone provokes us , we do not let them off : Rajnath Singh recalls Operation Sindoor",https://aninews.in/news/national/general-news/if-someone-provokes-us-we-do-not-let-them-off-rajnath-singh-recalls-operation-sindoor20260514145120/,aninews.in,English,,20260514T094500Z,2026-05-15T04:14:24.484817
operation,India,strike,"""India"" strike",20 मे रोजी देशभरातील मेडिकल बंद ; औषध विक्रेत्यांनी संप पुकारला,https://www.saamana.com/medical-shops-across-the-country-to-remain-closed-on-may-20-drug-dealers-call-for-a-strike/,saamana.com,Marathi,,20260514T030000Z,2026-05-15T04:14:24.484820
operation,India,strike,"""India"" strike",Heatwave Again : Will India see temperatures cross 40°C in multiple cities ? Here what IMD says,https://www.moneycontrol.com/science/heatwave-again-will-india-see-temperatures-cross-40-c-in-multiple-cities-here-s-what-imd-says-article-13917559.html,moneycontrol.com,English,,20260513T064500Z,2026-05-15T04:14:24.484822
operation,India,strike,"""India"" strike","  If someone provokes us , we do not let them off : Rajnath Singh recalls Operation Sindoor",https://news.webindia123.com/news/Articles/India/20260514/4450111.html,news.webindia123.com,English,,20260514T103000Z,2026-05-15T04:14:24.484824
operation,India,strike,"""India"" strike",औषध विक्रेत्यांचा संप ! १२ लाख केमिस्ट संपावर का जात आहेत ? २० मे रोजी सर्व मेडिकल बंद राहणार ? कारण काय ? वाचा ! ,https://www.loksatta.com/desh-videsh/nationwide-chemist-strike-may-20-2026-online-pharmacy-protest-aiocd-shutdown-why-over-12-lakh-chemist-strike-main-dc-gkt-96-5897126/,loksatta.com,Marathi,,20260514T054500Z,2026-05-15T04:14:24.484826
operation,India,strike,"""India"" strike",为何说印度的这个夏天有点麻烦 经济困境与天气双重打击 _ 军事频道 _ 中华网,https://military.china.com/news/13004177/20260512/49488645.html,military.china.com,Chinese,,20260512T084500Z,2026-05-15T04:14:24.484828
operation,India,strike,"""India"" strike",印度造舰在  下饺子  吗 海军现代化加速推进 _ 军事频道 _ 中华网,https://military.china.com/news/13004177/20260515/49494319.html,military.china.com,Chinese,,20260515T003000Z,2026-05-15T04:14:24.484830
operation,India,strike,"""India"" strike","Vaibhav Sooryavanshi vs Priyansh Arya : टीम इंडिया में डेब्यू के दोनों दावेदार , किसके आंकड़े बेहतर ? ",https://www.jansatta.com/khel/vaibhav-sooryavanshi-vs-priyansh-arya-team-india-debut-both-contenders-what-says-records-stats-t20-runs-ipl-overview/4530815/,jansatta.com,Hindi,,20260512T110000Z,2026-05-15T04:14:24.484832
operation,India,strike,"""India"" strike","Pokhran II tests showcased that  no power can bend India , says Modi ; Country has increased its N - warhead count from 172 in 2024 to 180 in 2025 , says report | India News",https://timesofindia.indiatimes.com/india/pokhran-ii-tests-showcased-that-no-power-can-bend-india-says-modi-country-has-increased-its-n-warhead-count-from-172-in-2024-to-180-in-2025-says-report/articleshow/131076955.cms,timesofindia.indiatimes.com,English,,20260513T213000Z,2026-05-15T04:14:24.484835
operation,India,strike,"""India"" strike","India Does Not Need Mediation Says Russia also made a promise regarding energy supplies भारत को मध्यस्थता की जरूरत नहीं , पाकिस्तान का जिक्र कर बोला रूस ; तेल पर किया वादा , India News in Hindi",https://www.livehindustan.com/national/india-does-not-need-mediation-says-russia-also-made-a-promise-regarding-energy-supplies-201778723051155.html,livehindustan.com,Hindi,,20260514T030000Z,2026-05-15T04:14:24.484837
operation,India,strike,"""India"" strike",Sztrájkok miatt bénult meg a forgalmas repülőtér - egy járat sem indul ma,https://www.borsonline.hu/kek-hirek/2026/05/sztrajkok-miatt-benult-meg-a-forgalmas-repuloter,borsonline.hu,Hungarian,,20260512T100000Z,2026-05-15T04:14:24.484839
operation,India,strike,"""India"" strike","IG Defence showcased its Made - in - Bharat full - spectrum defence capabilities to the Indian Army , ",https://idrw.org/ig-defence-showcased-its-made-in-bharat-full-spectrum-defence-capabilities-to-the-indian-army/,idrw.org,English,,20260513T034500Z,2026-05-15T04:14:24.484841
operation,India,strike,"""India"" strike","Indian bonds open 1 bps higher , traders await US - China meet outcome amid Brent crude worries",https://www.moneycontrol.com/news/business/markets/indian-bonds-open-1-bps-higher-traders-await-us-china-meet-outcome-amid-brent-crude-worries-13918792.html,moneycontrol.com,English,,20260514T050000Z,2026-05-15T04:14:24.484842
operation,India,strike,"""India"" strike","Smaller BrahMos - NG Missiles Program on Track , to Arm Tejas , Su - 30MKI - DRDO Chief",https://idrw.org/smaller-brahmos-ng-missiles-program-on-track-to-arm-tejas-su-30mki-drdo-chief/,idrw.org,English,,20260513T034500Z,2026-05-15T04:14:24.484844
operation,India,strike,"""India"" strike","होर्मुज जलडमरूमध्य में युद्ध की आहट : UAE से जहाज का अपहरण , ओमान के तट पर भारत का मालवाहक जहाज डूबा | Strait Of Hormuz Crisis Uae Ship Seized And Indian Vessel Attacked",https://www.patrika.com/world-news/strait-of-hormuz-crisis-uae-ship-seized-and-indian-vessel-attacked-20579403,patrika.com,Hindi,,20260515T003000Z,2026-05-15T04:14:24.484846
operation,India,strike,"""India"" strike",India Finalises Mega RFP for 114 Rafale Fighter Jets Ahead of PM Modi and IAF Chief France Visit,https://idrw.org/india-finalises-mega-rfp-for-114-rafale-fighter-jets-ahead-of-pm-modi-and-iaf-chiefs-france-visit/,idrw.org,English,,20260514T151500Z,2026-05-15T04:14:24.484847
operation,India,strike,"""India"" strike",Путин выразил Моди соболезнования в связи с гибелью людей от шторма в Индии,https://www.vesti.ru/ns/putin-vyrazil-modi-soboleznovaniya-v-svyazi-s-gibelyu-lyudej-ot-shtorma-v-indii,vesti.ru,Russian,,20260514T121500Z,2026-05-15T04:14:24.484849
operation,India,strike,"""India"" strike",India - Flagged Cargo Vessel Sinks Off Coast Of Oman,https://www.marinelink.com/news/indiaflagged-cargo-vessel-sinks-off-coast-539221,marinelink.com,English,,20260514T184500Z,2026-05-15T04:14:24.484851
operation,India,strike,"""India"" strike",Rajnath Singh on Operation Sindoor : Zero Tolerance for Terror,https://www.newkerala.com/news/a/if-someone-provokes-us-we-do-not-let-378.htm,newkerala.com,English,,20260514T094500Z,2026-05-15T04:14:24.484853
operation,India,strike,"""India"" strike",印度航空年度亏损突破 20 亿美元 、 创历史新高,https://finance.sina.com.cn/stock/usstock/c/2026-05-14/doc-inhxwvix6571890.shtml,finance.sina.com.cn,Chinese,,20260514T154500Z,2026-05-15T04:14:24.484854
operation,India,strike,"""India"" strike",India Long - Range MIRV - Capable K - 5 SLBM Undergoes Successful Submerged Platform Test,https://idrw.org/indias-long-range-mirv-capable-k-5-slbm-undergoes-successful-submerged-platform-test/,idrw.org,English,,20260513T034500Z,2026-05-15T04:14:24.484856
operation,India,strike,"""India"" strike",Лавров заявил о самостоятельной позиции Индии по закупкам нефти из России,https://russian.rt.com/world/news/1631211-lavrov-neft-indiya,russian.rt.com,Russian,,20260512T193000Z,2026-05-15T04:14:24.484858
operation,India,strike,"""India"" strike",金磚國家外長會議撞期川習會 能否就譴責美以攻伊達成共識仍未知 - 國際,https://news.ltn.com.tw/news/world/breakingnews/5435689,news.ltn.com.tw,Chinese,,20260513T081500Z,2026-05-15T04:14:24.484860
operation,India,strike,"""India"" strike",Bengaluru startup Zulu Defence bags order from Europe for AI combat drone . What is DRAP ? ,https://www.businesstoday.in/tech-today/news/story/bengaluru-startup-zulu-defence-bags-order-from-europe-for-ai-combat-drone-what-is-drap-531590-2026-05-14,businesstoday.in,English,,20260514T180000Z,2026-05-15T04:14:24.484861
operation,India,strike,"""India"" strike","India will strike back if Pakistan provokes again , says Rajnath Singh",https://www.thehindubusinessline.com/news/india-no-longer-suffers-silently-will-retaliate-if-pakistan-provokes-again-rajnath-singh/article70977965.ece,thehindubusinessline.com,English,,20260514T113000Z,2026-05-15T04:14:24.484863
operation,India,strike,"""India"" strike",印度最擔心川習會 ！ 為何 「 背脊發涼 」 冒冷汗 政經雙危機 - 財經,https://www.chinatimes.com/realtimenews/20260514001833-260410?ctrack=mo_money_headl_p010?ctrack=pc_money_headl_p01,chinatimes.com,Chinese,,20260514T051500Z,2026-05-15T04:14:24.484865
operation,India,strike,"""India"" strike",印度最擔心川習會 ！ 為何 「 背脊發涼 」 冒冷汗 政經雙危機 - 財經,https://www.chinatimes.com/realtimenews/20260514001833-260410,chinatimes.com,Chinese,,20260514T031500Z,2026-05-15T04:14:24.484867
operation,India,strike,"""India"" strike","UAEની એક હરકત પર અકળાયું ઈરાન , ભારતના વખાણ કરવાની સાથે ચેતવણી ઉચ્ચારી",https://www.gujaratsamachar.com/news/international/iran-s-deputy-fm-in-india-brics-stance-on-west-asia-hormuz-toll-chabahar-port-updates-36186636527.html,gujaratsamachar.com,Gujarati,,20260514T041500Z,2026-05-15T04:14:24.484868
operation,India,strike,"""India"" strike",कोहलीको नाममा नयाँ कीर्तिमान | Nepal first 24 - hour updated news portal,https://www.ratopati.com/story/563075/new-record-in-kohlis-name,ratopati.com,Nepali,,20260514T050000Z,2026-05-15T04:14:24.484870
operation,India,strike,"""India"" strike","Brutális videó jött a pusztító viharról , sokan meghaltak",https://www.borsonline.hu/kek-hirek/2026/05/vihar-india-sokan-meghaltak,borsonline.hu,Hungarian,,20260514T091500Z,2026-05-15T04:14:24.484872
operation,India,strike,"""India"" strike","Renault India Sees 108 % Sales Surge with Duster Launch : A Strong Comeback in the SUV Market , ETAuto",https://auto.economictimes.indiatimes.com/news/passenger-vehicle/renault-india-sees-108-sales-surge-with-duster-launch-a-strong-comeback-in-the-suv-market/131092121,auto.economictimes.indiatimes.com,English,,20260514T121500Z,2026-05-15T04:14:24.484873
operation,India,strike,"""India"" strike",Petroleum Minister Issues Warning,https://www.tarunbharat.com/petroleum-minister-issues-warning/,tarunbharat.com,Marathi,,20260513T050000Z,2026-05-15T04:14:24.484875
operation,India,strike,"""India"" strike",  印鉴 · 西湖  传拓体验活动举行,https://hznews.hangzhou.com.cn/wenti/content/2026-05/13/content_9221238.htm,hznews.hangzhou.com.cn,Chinese,,20260513T021500Z,2026-05-15T04:14:24.484877
operation,India,strike,"""India"" strike","Indian ship attacked near Oman coast , crew rescued",https://www.rediff.com/news/report/indian-ship-attacked-near-oman-coast-crew-rescued/20260514.htm,rediff.com,English,,20260514T113000Z,2026-05-15T04:14:24.484879
operation,India,strike,"""India"" strike",印度禁止糖出口至2026年9月 ， 全球市场供应预期收紧,https://wallstreetcn.com/articles/3772241,wallstreetcn.com,Chinese,,20260514T060000Z,2026-05-15T04:14:24.484880
operation,India,strike,"""India"" strike",The India - Japan maritime axis,https://timesofindia.indiatimes.com/blogs/voices/the-india-japan-maritime-axis/,timesofindia.indiatimes.com,English,,20260512T131500Z,2026-05-15T04:14:24.484882
operation,India,strike,"""India"" strike",砸110億美元建廠 印度晶圓產能僅 「 滄海一粟 」 難擋陸低價攻勢 - 兩岸,https://www.chinatimes.com/realtimenews/20260515001319-260409,chinatimes.com,Chinese,,20260515T020000Z,2026-05-15T04:14:24.484884
operation,India,strike,"""India"" strike","ओमान तट के पास भारतीय झंडे वाले जहाज  हाजी अली  पर मिसाइल अटैक ! भारत ने जताई नाराजगी , कहा - ये सब मंजूर नहीं",https://hindi.moneycontrol.com/india/missile-attack-on-indian-flagged-vessel-haji-ali-off-the-coast-of-oman-india-mea-outrage-states-this-is-unacceptable-hormuz-strait-article-2402100.html,hindi.moneycontrol.com,Hindi,,20260514T120000Z,2026-05-15T04:14:24.484885
operation,India,strike,"""India"" strike","India condemns attack on ship off Oman , vessel reported sunk",https://www.arabnews.com/node/2643559/middle-east,arabnews.com,English,,20260514T113000Z,2026-05-15T04:14:24.484887
operation,India,strike,"""India"" strike",India Turns Out Russian LNG Offer Despite Energy Supply Pressures : Sources,https://www.deccanchronicle.com/business/economics/india-turns-out-russian-lng-offer-despite-energy-supply-pressures-sources-1956200,deccanchronicle.com,English,,20260512T081500Z,2026-05-15T04:14:24.484889
operation,India,strike,"""India"" strike",India denounces attack that sank Indian - flagged vessel in Omani waters,https://www.hindustantimes.com/india-news/india-denounces-attack-that-sank-indian-flagged-vessel-in-omani-waters-101778763722376.html,hindustantimes.com,English,,20260514T133000Z,2026-05-15T04:14:24.484893
operation,India,strike,"""India"" strike",Toronto Concert : Talwinder Hugs Hassan Rahim | Punjabi - Pakistani Singers,https://www.bhaskar.com/entertainment/bollywood/news/talwinder-shares-stage-with-pakistani-singer-hasan-raheem-at-toronto-live-concert-faces-backlash-137933106.html,bhaskar.com,Hindi,,20260514T121500Z,2026-05-15T04:14:24.484894
operation,India,strike,"""India"" strike",World Cup broadcast deadlock ends up in Indian court,http://thepeninsulaqatar.com/article/13/05/2026/world-cup-broadcast-deadlock-ends-up-in-indian-court,thepeninsulaqatar.com,English,,20260513T110000Z,2026-05-15T04:14:24.484896
operation,India,strike,"""India"" strike",Iran Araghchi in India for BRICS meet ; his plane carries a pointed message :  Minab168  | India News,https://timesofindia.indiatimes.com/india/irans-araghchi-in-india-for-brics-meet-his-plane-carries-a-pointed-message-minab168/articleshow/131086133.cms,timesofindia.indiatimes.com,English,,20260514T080000Z,2026-05-15T04:14:24.484898
operation,India,strike,"""India"" strike","Indus Waters Treaty : आतंकवाद पर भारत का  वॉटर स्ट्राइक : ठंडे बस्ते में सिंधु जल संधि , प्यास से घबराया पाकिस्तान",https://navbharattimes.indiatimes.com/world/pakistan/impact-of-indus-waters-treaty-abeyance-in-pakistan-shehbaz-sharif-asim-munir-terrorism-policy/articleshow/131038213.cms,navbharattimes.indiatimes.com,Hindi,,20260512T124500Z,2026-05-15T04:14:24.484899
operation,India,strike,"""India"" strike",India says attack that sank Indian - flagged ship off Oman coast  unacceptable  ,https://www.freemalaysiatoday.com/category/highlight/2026/05/14/india-says-attack-that-sank-indian-flagged-ship-off-omans-coast-unacceptable,freemalaysiatoday.com,English,,20260514T121500Z,2026-05-15T04:14:24.484901
operation,India,strike,"""India"" strike",Violent storm kills over 100 people in India - The Weather Network,https://www.theweathernetwork.com/en/news/weather/severe/violent-storm-tears-through-indias-most-populous-state-killing-over-100,theweathernetwork.com,English,,20260514T194500Z,2026-05-15T04:14:24.484903
